Date,Open,High,Low,Close,Adj Close,Volume
2022-10-03,0.7400000095367432,0.7799999713897705,0.7400000095367432,0.7400000095367432,0.7400000095367432,40200
2022-10-04,0.75,0.7900000214576721,0.75,0.7799999713897705,0.7799999713897705,9900
2022-10-05,0.7799999713897705,0.7799999713897705,0.7300000190734863,0.75,0.75,13800
2022-10-06,0.7799999713897705,0.7799999713897705,0.7300000190734863,0.7599999904632568,0.7599999904632568,16500
2022-10-07,0.7599999904632568,0.7799999713897705,0.7099999785423279,0.7799999713897705,0.7799999713897705,24000
2022-10-10,0.7099999785423279,0.7799999713897705,0.7099999785423279,0.7599999904632568,0.7599999904632568,36900
2022-10-11,0.7300000190734863,0.7599999904632568,0.7200000286102295,0.7400000095367432,0.7400000095367432,12700
2022-10-12,0.7400000095367432,0.7799999713897705,0.7099999785423279,0.7300000190734863,0.7300000190734863,39200
2022-10-13,0.7599999904632568,0.7799999713897705,0.7200000286102295,0.75,0.75,22300
2022-10-14,0.7300000190734863,0.7400000095367432,0.7099999785423279,0.7400000095367432,0.7400000095367432,21300
2022-10-17,0.7099999785423279,0.7300000190734863,0.6899999976158142,0.7099999785423279,0.7099999785423279,49400
2022-10-18,0.699999988079071,0.75,0.6700000166893005,0.7200000286102295,0.7200000286102295,73300
2022-10-19,0.699999988079071,0.75,0.6700000166893005,0.7300000190734863,0.7300000190734863,61400
2022-10-20,0.75,0.75,0.6700000166893005,0.7300000190734863,0.7300000190734863,51500
2022-10-21,0.7400000095367432,0.7400000095367432,0.6800000071525574,0.7200000286102295,0.7200000286102295,82600
2022-10-24,0.7300000190734863,0.7300000190734863,0.6800000071525574,0.7200000286102295,0.7200000286102295,34300
2022-10-25,0.7400000095367432,0.7400000095367432,0.699999988079071,0.7300000190734863,0.7300000190734863,30700
2022-10-26,0.7400000095367432,0.7400000095367432,0.699999988079071,0.7200000286102295,0.7200000286102295,21100
2022-10-27,0.7200000286102295,0.7200000286102295,0.699999988079071,0.7099999785423279,0.7099999785423279,41400
2022-10-28,0.7200000286102295,0.7200000286102295,0.6299999952316284,0.699999988079071,0.699999988079071,97400
2022-10-31,0.699999988079071,0.7099999785423279,0.6899999976158142,0.699999988079071,0.699999988079071,44200
2022-11-01,0.7099999785423279,0.7099999785423279,0.6000000238418579,0.6899999976158142,0.6899999976158142,45100
2022-11-02,0.6800000071525574,0.6899999976158142,0.6100000143051147,0.6899999976158142,0.6899999976158142,97700
2022-11-03,0.6899999976158142,0.6899999976158142,0.6000000238418579,0.6700000166893005,0.6700000166893005,66600
2022-11-04,0.6499999761581421,0.6899999976158142,0.6000000238418579,0.6800000071525574,0.6800000071525574,53800
2022-11-07,0.6700000166893005,0.6899999976158142,0.6499999761581421,0.6600000262260437,0.6600000262260437,81700
2022-11-08,0.6299999952316284,0.6800000071525574,0.6299999952316284,0.6600000262260437,0.6600000262260437,37300
2022-11-09,0.6700000166893005,0.6700000166893005,0.6200000047683716,0.6200000047683716,0.6200000047683716,33400
2022-11-10,0.6399999856948853,0.7300000190734863,0.6299999952316284,0.6899999976158142,0.6899999976158142,109600
2022-11-11,0.6600000262260437,0.7200000286102295,0.6499999761581421,0.6899999976158142,0.6899999976158142,52400
2022-11-14,0.6299999952316284,0.7099999785423279,0.6299999952316284,0.6600000262260437,0.6600000262260437,38400
2022-11-15,0.6299999952316284,0.6800000071525574,0.6299999952316284,0.6600000262260437,0.6600000262260437,91300
2022-11-16,0.6399999856948853,0.6800000071525574,0.6399999856948853,0.6800000071525574,0.6800000071525574,21400
2022-11-17,0.6200000047683716,0.6700000166893005,0.6200000047683716,0.6299999952316284,0.6299999952316284,43800
2022-11-18,0.6499999761581421,0.6600000262260437,0.6200000047683716,0.6499999761581421,0.6499999761581421,66300
2022-11-21,0.6200000047683716,0.6700000166893005,0.5699999928474426,0.6200000047683716,0.6200000047683716,80600
2022-11-22,0.6200000047683716,0.6499999761581421,0.6200000047683716,0.6399999856948853,0.6399999856948853,12900
2022-11-23,0.6100000143051147,0.6800000071525574,0.5899999737739563,0.6499999761581421,0.6499999761581421,42000
2022-11-25,0.6000000238418579,0.6600000262260437,0.6000000238418579,0.6299999952316284,0.6299999952316284,24900
2022-11-28,0.6700000166893005,0.6700000166893005,0.5899999737739563,0.6399999856948853,0.6399999856948853,48000
2022-11-29,0.6600000262260437,0.6600000262260437,0.6100000143051147,0.6499999761581421,0.6499999761581421,15000
2022-11-30,0.6000000238418579,0.6600000262260437,0.5899999737739563,0.6600000262260437,0.6600000262260437,49000
2022-12-01,0.6399999856948853,0.6399999856948853,0.5600000023841858,0.6399999856948853,0.6399999856948853,94300
2022-12-02,0.6000000238418579,0.6399999856948853,0.5699999928474426,0.6399999856948853,0.6399999856948853,47900
2022-12-05,0.6200000047683716,0.6399999856948853,0.6100000143051147,0.6399999856948853,0.6399999856948853,19000
2022-12-06,0.6399999856948853,0.6399999856948853,0.6100000143051147,0.6100000143051147,0.6100000143051147,27200
2022-12-07,0.6499999761581421,0.6499999761581421,0.6000000238418579,0.6100000143051147,0.6100000143051147,24000
2022-12-08,0.6000000238418579,0.6100000143051147,0.5899999737739563,0.6000000238418579,0.6000000238418579,26000
2022-12-09,0.5799999833106995,0.6399999856948853,0.5799999833106995,0.6100000143051147,0.6100000143051147,25300
2022-12-12,0.5600000023841858,0.6200000047683716,0.550000011920929,0.5899999737739563,0.5899999737739563,66700
2022-12-13,0.5899999737739563,0.6000000238418579,0.5799999833106995,0.5799999833106995,0.5799999833106995,45100
2022-12-14,0.5799999833106995,0.5899999737739563,0.5400000214576721,0.5600000023841858,0.5600000023841858,65800
2022-12-15,0.5699999928474426,0.5699999928474426,0.5600000023841858,0.5699999928474426,0.5699999928474426,43800
2022-12-16,0.5799999833106995,0.6100000143051147,0.5699999928474426,0.6000000238418579,0.6000000238418579,61000
2022-12-19,0.5699999928474426,0.6100000143051147,0.5699999928474426,0.5899999737739563,0.5899999737739563,47100
2022-12-20,0.6000000238418579,0.6000000238418579,0.5600000023841858,0.5899999737739563,0.5899999737739563,60300
2022-12-21,0.5600000023841858,0.6299999952316284,0.5600000023841858,0.6200000047683716,0.6200000047683716,96300
2022-12-22,0.6000000238418579,0.6200000047683716,0.5799999833106995,0.6000000238418579,0.6000000238418579,25800
2022-12-23,0.6100000143051147,0.6100000143051147,0.5799999833106995,0.6000000238418579,0.6000000238418579,53100
2022-12-27,0.5699999928474426,0.6000000238418579,0.5400000214576721,0.5600000023841858,0.5600000023841858,130400
2022-12-28,0.6100000143051147,0.6100000143051147,0.5299999713897705,0.5699999928474426,0.5699999928474426,73500
2022-12-29,0.5400000214576721,0.5799999833106995,0.5400000214576721,0.5699999928474426,0.5699999928474426,69000
2022-12-30,0.550000011920929,0.6100000143051147,0.5400000214576721,0.6000000238418579,0.6000000238418579,48900
2023-01-03,0.5799999833106995,0.6100000143051147,0.5799999833106995,0.5799999833106995,0.5799999833106995,89100
2023-01-04,0.6100000143051147,0.6499999761581421,0.6000000238418579,0.6299999952316284,0.6299999952316284,78300
2023-01-05,0.6000000238418579,0.6399999856948853,0.6000000238418579,0.6200000047683716,0.6200000047683716,44000
2023-01-06,0.5899999737739563,0.6499999761581421,0.5899999737739563,0.6299999952316284,0.6299999952316284,96000
2023-01-09,0.6600000262260437,0.6600000262260437,0.5699999928474426,0.5899999737739563,0.5899999737739563,112500
2023-01-10,0.6100000143051147,0.6499999761581421,0.5799999833106995,0.6100000143051147,0.6100000143051147,26400
2023-01-11,0.5899999737739563,0.6399999856948853,0.5899999737739563,0.6100000143051147,0.6100000143051147,33400
2023-01-12,0.5899999737739563,0.6700000166893005,0.5899999737739563,0.6600000262260437,0.6600000262260437,59900
2023-01-13,0.6299999952316284,0.6700000166893005,0.6299999952316284,0.6700000166893005,0.6700000166893005,29500
2023-01-17,0.6499999761581421,0.6700000166893005,0.6000000238418579,0.6299999952316284,0.6299999952316284,39900
2023-01-18,0.6000000238418579,0.6299999952316284,0.6000000238418579,0.6299999952316284,0.6299999952316284,33100
2023-01-19,0.6000000238418579,0.6299999952316284,0.5899999737739563,0.6299999952316284,0.6299999952316284,16800
2023-01-20,0.5799999833106995,0.6299999952316284,0.5799999833106995,0.6299999952316284,0.6299999952316284,12600
2023-01-23,0.6000000238418579,0.6600000262260437,0.5699999928474426,0.6600000262260437,0.6600000262260437,62700
2023-01-24,0.6399999856948853,0.6600000262260437,0.6000000238418579,0.6600000262260437,0.6600000262260437,70200
2023-01-25,0.6700000166893005,0.6700000166893005,0.5699999928474426,0.6499999761581421,0.6499999761581421,44100
2023-01-26,0.6899999976158142,0.6899999976158142,0.6100000143051147,0.6499999761581421,0.6499999761581421,55700
2023-01-27,0.6100000143051147,0.6499999761581421,0.6000000238418579,0.6499999761581421,0.6499999761581421,45300
2023-01-30,0.6100000143051147,0.6600000262260437,0.6100000143051147,0.6299999952316284,0.6299999952316284,67400
2023-01-31,0.6399999856948853,0.6499999761581421,0.6000000238418579,0.6499999761581421,0.6499999761581421,34100
2023-02-01,0.6000000238418579,0.6499999761581421,0.6000000238418579,0.6299999952316284,0.6299999952316284,22000
2023-02-02,0.6200000047683716,0.6399999856948853,0.6100000143051147,0.6399999856948853,0.6399999856948853,31900
2023-02-03,0.6499999761581421,0.6499999761581421,0.6000000238418579,0.6000000238418579,0.6000000238418579,65800
2023-02-06,0.6100000143051147,0.6299999952316284,0.6000000238418579,0.6100000143051147,0.6100000143051147,39100
2023-02-07,0.6100000143051147,0.6200000047683716,0.6000000238418579,0.6200000047683716,0.6200000047683716,17300
2023-02-08,0.6000000238418579,0.6299999952316284,0.6000000238418579,0.6000000238418579,0.6000000238418579,20100
2023-02-09,0.6100000143051147,0.6299999952316284,0.550000011920929,0.6000000238418579,0.6000000238418579,85300
2023-02-10,0.5600000023841858,0.5799999833106995,0.550000011920929,0.5600000023841858,0.5600000023841858,34600
2023-02-13,0.550000011920929,0.5699999928474426,0.550000011920929,0.5699999928474426,0.5699999928474426,46500
2023-02-14,0.5600000023841858,0.5699999928474426,0.550000011920929,0.5699999928474426,0.5699999928474426,35100
2023-02-15,0.5699999928474426,0.5799999833106995,0.5600000023841858,0.5799999833106995,0.5799999833106995,24500
2023-02-16,0.550000011920929,0.5799999833106995,0.550000011920929,0.5699999928474426,0.5699999928474426,25600
2023-02-17,0.5600000023841858,0.5799999833106995,0.5600000023841858,0.5799999833106995,0.5799999833106995,12100
2023-02-21,0.5600000023841858,0.5799999833106995,0.5299999713897705,0.5600000023841858,0.5600000023841858,98800
2023-02-22,0.5600000023841858,0.5699999928474426,0.550000011920929,0.550000011920929,0.550000011920929,25500
2023-02-23,0.550000011920929,0.5600000023841858,0.5400000214576721,0.5400000214576721,0.5400000214576721,32000
2023-02-24,0.5299999713897705,0.5600000023841858,0.5299999713897705,0.5600000023841858,0.5600000023841858,37700
2023-02-27,0.5600000023841858,0.6100000143051147,0.5,0.5600000023841858,0.5600000023841858,64700
2023-02-28,0.550000011920929,0.5600000023841858,0.5099999904632568,0.5600000023841858,0.5600000023841858,5800
